query;name;site;type;subtypes;category;phone;full_address;borough;street;city;postal_code;state;us_state;country;country_code;latitude;longitude;time_zone;plus_code;rating;reviews;reviews_link;reviews_tags;reviews_per_score;reviews_per_score_1;reviews_per_score_2;reviews_per_score_3;reviews_per_score_4;reviews_per_score_5;photos_count;photo;street_view;located_in;working_hours;working_hours_old_format;other_hours;popular_times;business_status;about;range;posts;logo;description;verified;owner_id;owner_title;owner_link;reservation_links;booking_appointment_link;menu_link;order_links;location_link;place_id;google_id;cid;reviews_id;located_google_id
barbershop, Ipiranga, São Paulo SP Brazil;Clã dos Bárbaros;;Barber shop;Barber shop;Barbearia;+55 11 5062-7787;R. Santa Cruz, 1796 - Vila Gumercindo, São Paulo - SP, 04121-001;Vila Gumercindo;R. Santa Cruz, 1796;São Paulo;04121-001;State of São Paulo;;Brazil;BR;-23,6017665;-46,6212912;America/Sao_Paulo;;4,6;135;https://search.google.com/local/reviews?placeid=ChIJFZjcQQBZzpQRU54_ZEziMrE&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 2, ""2"": 5, ""3"": 8, ""4"": 22, ""5"": 98}";2;5;8;22;98;35;https://lh5.googleusercontent.com/p/AF1QipMGO2OGdQrJAheE5lQnj6FVJi8hCYnpKMc-F5-r=w800-h500-k-no;https://lh5.googleusercontent.com/p/AF1QipMGO2OGdQrJAheE5lQnj6FVJi8hCYnpKMc-F5-r=w1600-h1000-k-no;;"{""Monday"": ""10AM-9PM"", ""Tuesday"": ""10AM-9PM"", ""Wednesday"": ""10AM-9PM"", ""Thursday"": ""10AM-9PM"", ""Friday"": ""10AM-9PM"", ""Saturday"": ""9AM-8PM"", ""Sunday"": ""11AM-3PM""}";Monday: 10AM-9PM | Tuesday: 10AM-9PM | Wednesday: 10AM-9PM | Thursday: 10AM-9PM | Friday: 10AM-9PM | Saturday: 9AM-8PM | Sunday: 11AM-3PM;;;OPERATIONAL;"{""Accessibility"": {""Wheelchair-accessible car park"": false}, ""Amenities"": {""Toilets"": true}}";;;https://lh3.googleusercontent.com/-CeNPeD0VI_8/AAAAAAAAAAI/AAAAAAAAAAA/zP8upgUnH8Y/s44-p-k-no-ns-nd/photo.jpg;;TRUE;104778543396440526803;Clã dos Bárbaros;https://www.google.com/maps/contrib/104778543396440526803;;;;;https://www.google.com/maps/place/Cl%C3%A3+dos+B%C3%A1rbaros/@-23.6017665,-46.621291199999995,14z/data=!4m8!1m2!2m1!1sCl%C3%A3+dos+B%C3%A1rbaros!3m4!1s0x94ce590041dc9815:0xb132e24c643f9e53!8m2!3d-23.6017665!4d-46.621291199999995;ChIJFZjcQQBZzpQRU54_ZEziMrE;0x94ce590041dc9815:0xb132e24c643f9e53;1,27685E+19;-5678227362433491373;
barbershop, Ipiranga, São Paulo SP Brazil;Barbertattooipiranga;;Barber shop;Barber shop, Tattoo shop;Estúdio de tatuagem;+55 11 97478-8096;Rua Gama Lobo, 2037 - Vila Dom Pedro I, São Paulo - SP, 04269-001;Vila Dom Pedro I;Rua Gama Lobo, 2037;São Paulo;04269-001;State of São Paulo;;Brazil;BR;-23,6022263;-46,611564;America/Sao_Paulo;;5;6;https://search.google.com/local/reviews?placeid=ChIJLxYZKVRbzpQRadIIxgg3e4w&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 6}";0;0;0;0;6;8;https://lh5.googleusercontent.com/p/AF1QipMqATvQEBV9V1sFhM7TrB4yYyTw5L6ZIECA5aDk=w800-h500-k-no;https://lh5.googleusercontent.com/p/AF1QipMqATvQEBV9V1sFhM7TrB4yYyTw5L6ZIECA5aDk=w1600-h1000-k-no;;"{""Monday"": ""10AM-8PM"", ""Tuesday"": ""10AM-8PM"", ""Wednesday"": ""10AM-8PM"", ""Thursday"": ""10AM-8PM"", ""Friday"": ""10AM-8PM"", ""Saturday"": ""10AM-8PM"", ""Sunday"": ""Closed""}";Monday: 10AM-8PM | Tuesday: 10AM-8PM | Wednesday: 10AM-8PM | Thursday: 10AM-8PM | Friday: 10AM-8PM | Saturday: 10AM-8PM | Sunday: Closed;;;OPERATIONAL;{};;;https://lh4.googleusercontent.com/-yzPQc1hGKvA/AAAAAAAAAAI/AAAAAAAAAAA/dTj2uQSkOY4/s44-p-k-no-ns-nd/photo.jpg;;TRUE;104562349933313543380;Barbertattooipiranga;https://www.google.com/maps/contrib/104562349933313543380;;;;;https://www.google.com/maps/place/Barbertattooipiranga/@-23.602226299999998,-46.611564,14z/data=!4m8!1m2!2m1!1sBarbertattooipiranga!3m4!1s0x94ce5b542919162f:0x8c7b3708c608d269!8m2!3d-23.602226299999998!4d-46.611564;ChIJLxYZKVRbzpQRadIIxgg3e4w;0x94ce5b542919162f:0x8c7b3708c608d269;1,01227E+19;-8323998975442496919;
barbershop, Ipiranga, São Paulo SP Brazil;Velha Barbearia;;Barber shop;Barber shop;Barbearia;+55 11 99246-1401;R. Cipriano Barata, 1086 - Ipiranga, São Paulo - SP, 04205-000;Ipiranga;R. Cipriano Barata, 1086;São Paulo;04205-000;State of São Paulo;;Brazil;BR;-23,5791378;-46,6063771;America/Sao_Paulo;;4;1;https://search.google.com/local/reviews?placeid=ChIJeYfUZ3BbzpQR8iJLiyGU16U&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 1, ""5"": 0}";0;0;0;1;0;1;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gr6qptFs-eFeYd0ISCk8eA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=256.7307&pitch=0&thumbfov=100;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gr6qptFs-eFeYd0ISCk8eA&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=256.7307&pitch=0&thumbfov=100;;"{""Monday"": ""12-8PM"", ""Tuesday"": ""12-8PM"", ""Wednesday"": ""12-8PM"", ""Thursday"": ""12-8PM"", ""Friday"": ""12-8PM"", ""Saturday"": ""10AM-3PM"", ""Sunday"": ""Closed""}";Monday: 12-8PM | Tuesday: 12-8PM | Wednesday: 12-8PM | Thursday: 12-8PM | Friday: 12-8PM | Saturday: 10AM-3PM | Sunday: Closed;;;OPERATIONAL;"{""Amenities"": {""Toilets"": true}}";;;https://lh5.googleusercontent.com/-GCiPGJ93NUs/AAAAAAAAAAI/AAAAAAAAAAA/uGkIhzHz7i0/s44-p-k-no-ns-nd/photo.jpg;;TRUE;116855953373015644083;Velha Barbearia;https://www.google.com/maps/contrib/116855953373015644083;;https://www.instagram.com/p/CDBs-h1BMtu/?igshid=1f45pk0hvejtt;;;https://www.google.com/maps/place/Velha+Barbearia/@-23.579137799999998,-46.606377099999996,14z/data=!4m8!1m2!2m1!1sVelha+Barbearia!3m4!1s0x94ce5b7067d48779:0xa5d794218b4b22f2!8m2!3d-23.579137799999998!4d-46.606377099999996;ChIJeYfUZ3BbzpQR8iJLiyGU16U;0x94ce5b7067d48779:0xa5d794218b4b22f2;1,19502E+19;-6496561065666862350;
barbershop, Ipiranga, São Paulo SP Brazil;Paulo Silva Barbeiro;;Barber shop;Barber shop;Barbearia;+55 11 95062-9123;R. Silva Bueno, 1940 - Ipiranga, São Paulo - SP, 04201-001;Ipiranga;R. Silva Bueno, 1940;São Paulo;04201-001;State of São Paulo;;Brazil;BR;-23,5956649;-46,6010407;America/Sao_Paulo;;;;;;;;;;;;15;https://lh5.googleusercontent.com/p/AF1QipNBhTCfjW7WKEmtN_7YUwIS5-_8nyjz2JWIMEvf=w800-h500-k-no;https://lh5.googleusercontent.com/p/AF1QipNBhTCfjW7WKEmtN_7YUwIS5-_8nyjz2JWIMEvf=w1600-h1000-k-no;;"{""Monday"": ""8AM-6PM"", ""Tuesday"": ""8AM-6PM"", ""Wednesday"": ""8AM-6PM"", ""Thursday"": ""8AM-6PM"", ""Friday"": ""8AM-6PM"", ""Saturday"": ""8AM-6PM"", ""Sunday"": ""Closed""}";Monday: 8AM-6PM | Tuesday: 8AM-6PM | Wednesday: 8AM-6PM | Thursday: 8AM-6PM | Friday: 8AM-6PM | Saturday: 8AM-6PM | Sunday: Closed;;;OPERATIONAL;"{""Amenities"": {""Toilets"": true}}";;;https://lh6.googleusercontent.com/-G6mwTOMKwaE/AAAAAAAAAAI/AAAAAAAAAAA/TLfaMB0OLbo/s44-p-k-no-ns-nd/photo.jpg;;TRUE;114002987879983025208;Paulo Silva Barbeiro;https://www.google.com/maps/contrib/114002987879983025208;;;;;https://www.google.com/maps/place/Paulo+Silva+Barbeiro/@-23.5956649,-46.6010407,14z/data=!4m8!1m2!2m1!1sPaulo+Silva+Barbeiro!3m4!1s0x94ce5b766aea27af:0x177e632b87b81cfc!8m2!3d-23.5956649!4d-46.6010407;ChIJryfqanZbzpQR_By4hytjfhc;0x94ce5b766aea27af:0x177e632b87b81cfc;1,6929E+18;;
barbershop, Ipiranga, São Paulo SP Brazil;Barbearia Modelo;;Barber shop;Barber shop;Barber shop;+55 11 99200-9363;R. Silva Bueno, 1114 - Ipiranga, São Paulo - SP, 04208-000;Ipiranga;R. Silva Bueno, 1114;São Paulo;04208-000;State of São Paulo;;Brazil;BR;-23,5877753;-46,6017969;America/Sao_Paulo;;5;1;https://search.google.com/local/reviews?placeid=ChIJw24ek_FbzpQRQI28jtipJtU&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}";0;0;0;0;1;1;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=U2mz9huCgxqSd9r8Fb9nYg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=288.49573&pitch=0&thumbfov=100;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=U2mz9huCgxqSd9r8Fb9nYg&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=288.49573&pitch=0&thumbfov=100;;"{""Monday"": ""9AM-7PM"", ""Tuesday"": ""9AM-7PM"", ""Wednesday"": ""9AM-7PM"", ""Thursday"": ""9AM-7PM"", ""Friday"": ""9AM-7PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}";Monday: 9AM-7PM | Tuesday: 9AM-7PM | Wednesday: 9AM-7PM | Thursday: 9AM-7PM | Friday: 9AM-7PM | Saturday: Closed | Sunday: Closed;;;OPERATIONAL;"{""Amenities"": {""Toilets"": true}}";;;;;FALSE;;Barbearia Modelo;;;;;;https://www.google.com/maps/place/Barbearia+Modelo/@-23.5877753,-46.6017969,14z/data=!4m8!1m2!2m1!1sBarbearia+Modelo!3m4!1s0x94ce5bf1931e6ec3:0xd526a9d88ebc8d40!8m2!3d-23.5877753!4d-46.6017969;ChIJw24ek_FbzpQRQI28jtipJtU;0x94ce5bf1931e6ec3:0xd526a9d88ebc8d40;1,53592E+19;-3087593746943144640;
barbershop, Ipiranga, São Paulo SP Brazil;VITU BARBEARIA;https://www.instagram.com/vitubarbearia_/;Barber shop;Barber shop;Barbearia;+55 11 96329-8741;R. Comandante Taylor - Ipiranga, São Paulo - SP, 04218-000;Ipiranga;R. Comandante Taylor;São Paulo;04218-000;State of São Paulo;;Brazil;BR;-23,6013216;-46,5956085;America/Sao_Paulo;;5;1;https://search.google.com/local/reviews?placeid=ChIJy2HNhndbzpQRYrlUkPx2Jz8&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}";0;0;0;0;1;10;https://lh5.googleusercontent.com/p/AF1QipOhdKt3y0-nHYLSpN3C3U112509wOlkOzX7Or8-=w800-h500-k-no;https://lh5.googleusercontent.com/p/AF1QipOhdKt3y0-nHYLSpN3C3U112509wOlkOzX7Or8-=w1600-h1000-k-no;;"{""Monday"": ""12-4AM"", ""Tuesday"": ""9AM-9PM"", ""Wednesday"": ""9AM-9PM"", ""Thursday"": ""9AM-9PM"", ""Friday"": ""9AM-9PM"", ""Saturday"": ""9AM-9PM"", ""Sunday"": ""10AM-4PM""}";Monday: 12-4AM | Tuesday: 9AM-9PM | Wednesday: 9AM-9PM | Thursday: 9AM-9PM | Friday: 9AM-9PM | Saturday: 9AM-9PM | Sunday: 10AM-4PM;;;OPERATIONAL;"{""Amenities"": {""Toilets"": true}}";;;https://lh4.googleusercontent.com/-icOhPsQz-z4/AAAAAAAAAAI/AAAAAAAAAAA/SQmhUqz45Rw/s44-p-k-no-ns-nd/photo.jpg;;TRUE;102090328860592584039;VITU BARBEARIA;https://www.google.com/maps/contrib/102090328860592584039;;;;;https://www.google.com/maps/place/VITU+BARBEARIA/@-23.6013216,-46.5956085,14z/data=!4m8!1m2!2m1!1sVITU+BARBEARIA!3m4!1s0x94ce5b7786cd61cb:0x3f2776fc9054b962!8m2!3d-23.6013216!4d-46.5956085;ChIJy2HNhndbzpQRYrlUkPx2Jz8;0x94ce5b7786cd61cb:0x3f2776fc9054b962;4,55074E+18;4550736775606483298;
barbershop, Ipiranga, São Paulo SP Brazil;Salão do Oliveira;https://salao-do-oliveira.negocio.site/;Barber shop;Barber shop;Barbearia;+55 11 2063-2505;R. Silva Bueno, 1931 - Ipiranga, São Paulo - SP, 04208-052;Ipiranga;R. Silva Bueno, 1931;São Paulo;04208-052;State of São Paulo;;Brazil;BR;-23,5955303;-46,6007304;America/Sao_Paulo;;5;3;https://search.google.com/local/reviews?placeid=ChIJf91fHadbzpQRz8NJAkqzM1M&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 3}";0;0;0;0;3;12;https://lh5.googleusercontent.com/p/AF1QipPKCb91urtp1nmY7KOFS_fox-UxsXGKXl4ILRr3=w800-h500-k-no;https://lh5.googleusercontent.com/p/AF1QipPKCb91urtp1nmY7KOFS_fox-UxsXGKXl4ILRr3=w1600-h1000-k-no;;"{""Monday"": ""7:30AM-6:30PM"", ""Tuesday"": ""7:30AM-6:30PM"", ""Wednesday"": ""7:30AM-6:30PM"", ""Thursday"": ""7:30AM-6:30PM"", ""Friday"": ""7:30AM-6:30PM"", ""Saturday"": ""7:30AM-6:30PM"", ""Sunday"": ""Closed""}";Monday: 7:30AM-6:30PM | Tuesday: 7:30AM-6:30PM | Wednesday: 7:30AM-6:30PM | Thursday: 7:30AM-6:30PM | Friday: 7:30AM-6:30PM | Saturday: 7:30AM-6:30PM | Sunday: Closed;;;OPERATIONAL;"{""Amenities"": {""Toilets"": true}}";;;https://lh6.googleusercontent.com/-4HFauAXFZK8/AAAAAAAAAAI/AAAAAAAAAAA/JUVJjwTJMjA/s44-p-k-no-ns-nd/photo.jpg;;TRUE;104726796831671114986;Salão do Oliveira;https://www.google.com/maps/contrib/104726796831671114986;;https://api.whatsapp.com/send?phone=5511987457557&text=Agende%20seu%20hor%C3%A1rio%20no%20Sal%C3%A3o%20do%20Oliveira;;;https://www.google.com/maps/place/Sal%C3%A3o+do+Oliveira/@-23.5955303,-46.600730399999996,14z/data=!4m8!1m2!2m1!1sSal%C3%A3o+do+Oliveira!3m4!1s0x94ce5ba71d5fdd7f:0x5333b34a0249c3cf!8m2!3d-23.5955303!4d-46.600730399999996;ChIJf91fHadbzpQRz8NJAkqzM1M;0x94ce5ba71d5fdd7f:0x5333b34a0249c3cf;5,99533E+18;5995332659407602639;
barbershop, Ipiranga, São Paulo SP Brazil;Barbeiro BHA;;Barber shop;Barber shop;Barbearia;;R. do Manifesto, 198 apto 194 A TORRE 4 - Ipiranga, São Paulo - SP, 04209-000;Ipiranga;R. do Manifesto, 198 apto 194 A TORRE 4;São Paulo;04209-000;State of São Paulo;;Brazil;BR;-23,5877603;-46,6003617;America/Sao_Paulo;;;;;;;;;;;;1;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xe_gYvhCEUH84YOhvQI5wA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=31.223513&pitch=0&thumbfov=100;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xe_gYvhCEUH84YOhvQI5wA&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=31.223513&pitch=0&thumbfov=100;;;;;;OPERATIONAL;"{""Amenities"": {""Toilets"": true}}";;;;;FALSE;;Barbeiro BHA;;;;;;https://www.google.com/maps/place/Barbeiro+BHA/@-23.5877603,-46.6003617,14z/data=!4m8!1m2!2m1!1sBarbeiro+BHA!3m4!1s0x94ce5bf755436625:0xb402df83589563ea!8m2!3d-23.5877603!4d-46.6003617;ChIJJWZDVfdbzpQR6mOVWIPfArQ;0x94ce5bf755436625:0xb402df83589563ea;1,29712E+19;;
barbershop, Ipiranga, São Paulo SP Brazil;Scuderia da Barba;http://www.scuderiadabarba.com.br/;Barber shop;Barber shop, Bar, Beauty salon, Tattoo artist;Barbearia;+55 11 5062-2779;R. Vig. Albernaz, 433 - Vila Gumercindo, São Paulo - SP, 04134-020;Vila Gumercindo;R. Vig. Albernaz, 433;São Paulo;04134-020;State of São Paulo;;Brazil;BR;-23,6051782;-46,6234182;America/Sao_Paulo;;4,7;130;https://search.google.com/local/reviews?placeid=ChIJufVyQLdbzpQRGjap_04q-xA&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 4, ""2"": 1, ""3"": 2, ""4"": 13, ""5"": 110}";4;1;2;13;110;380;https://lh5.googleusercontent.com/p/AF1QipMhU06b4YRQmA-ILaFSiXJekP91mEhF42EenU8N=w800-h500-k-no;https://lh5.googleusercontent.com/p/AF1QipMhU06b4YRQmA-ILaFSiXJekP91mEhF42EenU8N=w1600-h1000-k-no;;"{""Monday"": ""Closed"", ""Tuesday"": ""9:30AM-7PM"", ""Wednesday"": ""9:30AM-7PM"", ""Thursday"": ""9:30AM-7PM"", ""Friday"": ""9:30AM-7PM"", ""Saturday"": ""9AM-7PM"", ""Sunday"": ""Closed""}";Monday: Closed | Tuesday: 9:30AM-7PM | Wednesday: 9:30AM-7PM | Thursday: 9:30AM-7PM | Friday: 9:30AM-7PM | Saturday: 9AM-7PM | Sunday: Closed;;;OPERATIONAL;"{""Health and safety"": {""Mask required"": true, ""Staff wear masks"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": false}, ""Amenities"": {""Toilets"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}}";;;https://lh3.googleusercontent.com/-hqp0RI1wpks/AAAAAAAAAAI/AAAAAAAAAAA/RGQiDiT705Q/s44-p-k-no-ns-nd/photo.jpg;;TRUE;117411774080864953426;Scuderia da Barba;https://www.google.com/maps/contrib/117411774080864953426;;;;;https://www.google.com/maps/place/Scuderia+da+Barba/@-23.605178199999997,-46.623418199999996,14z/data=!4m8!1m2!2m1!1sScuderia+da+Barba!3m4!1s0x94ce5bb74072f5b9:0x10fb2a4effa9361a!8m2!3d-23.605178199999997!4d-46.623418199999996;ChIJufVyQLdbzpQRGjap_04q-xA;0x94ce5bb74072f5b9:0x10fb2a4effa9361a;1,22362E+18;1223618242546316826;
barbershop, Ipiranga, São Paulo SP Brazil;Grazy Cabeleireiros;https://www.instagram.com/grazydesignerr/;Hair salon;Hair salon, Eyebrow bar, Beauty salon, Massage therapist;Beauty salon;+55 11 95384-9927;R. Silva Bueno, 89 - Ipiranga, São Paulo - SP, 04208-050;Ipiranga;R. Silva Bueno, 89;São Paulo;04208-050;State of São Paulo;;Brazil;BR;-23,5789775;-46,6022843;America/Sao_Paulo;;4,5;16;https://search.google.com/local/reviews?placeid=ChIJ1d3TN21ZzpQRwBp8CAoc1gw&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 1, ""2"": 0, ""3"": 2, ""4"": 0, ""5"": 13}";1;0;2;0;13;55;https://lh5.googleusercontent.com/p/AF1QipNicq3wH3UYagSyFm4LW_2hGsLc1Ls0QalJ983s=w800-h500-k-no;https://lh5.googleusercontent.com/p/AF1QipNicq3wH3UYagSyFm4LW_2hGsLc1Ls0QalJ983s=w1600-h1000-k-no;;"{""Monday"": ""9AM-8PM"", ""Tuesday"": ""9AM-8PM"", ""Wednesday"": ""9AM-8PM"", ""Thursday"": ""9AM-8PM"", ""Friday"": ""9AM-8PM"", ""Saturday"": ""9AM-8PM"", ""Sunday"": ""Closed""}";Monday: 9AM-8PM | Tuesday: 9AM-8PM | Wednesday: 9AM-8PM | Thursday: 9AM-8PM | Friday: 9AM-8PM | Saturday: 9AM-8PM | Sunday: Closed;;;OPERATIONAL;"{""Health and safety"": {""Appointment required"": true, ""Mask required"": true, ""Temperature check required"": true, ""Staff wear masks"": true, ""Staff get temperature checks"": true, ""Staff required to disinfect surfaces between visits"": true}, ""Amenities"": {""Toilets"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}}";;;https://lh3.googleusercontent.com/-yJLjHutv6QI/AAAAAAAAAAI/AAAAAAAAAAA/BBl10tLngLs/s44-p-k-no-ns-nd/photo.jpg;;TRUE;100550623845718700947;Grazy Cabeleireiros;https://www.google.com/maps/contrib/100550623845718700947;;http://www.instagram.com/grazydesignerr;;;https://www.google.com/maps/place/Grazy+Cabeleireiros/@-23.5789775,-46.6022843,14z/data=!4m8!1m2!2m1!1sGrazy+Cabeleireiros!3m4!1s0x94ce596d37d3ddd5:0xcd61c0a087c1ac0!8m2!3d-23.5789775!4d-46.6022843;ChIJ1d3TN21ZzpQRwBp8CAoc1gw;0x94ce596d37d3ddd5:0xcd61c0a087c1ac0;9,24958E+17;924957602888817344;
barbershop, Ipiranga, São Paulo SP Brazil;Smart Beauty Cabelo E Unha;http://www.trinks.com/smart-beauty-cabelo-unha-estetica-ltda-;Health and beauty shop;Health and beauty shop, Hair removal service, Nail salon, Hairdresser, Wellness center;Centro de saúde e beleza;+55 11 2068-4994;R. Clemente Pereira, 423 - Ipiranga, São Paulo - SP, 04216-060;Ipiranga;R. Clemente Pereira, 423;São Paulo;04216-060;State of São Paulo;;Brazil;BR;-23,5978599;-46,6012357;America/Sao_Paulo;;4,7;75;https://search.google.com/local/reviews?placeid=ChIJLbaz2o1bzpQRRATYdQMDwlc&q=barbershop,+Ipiranga,+S%C3%A3o+Paulo+SP+Brazil&authuser=0&hl=en&gl=BR;;"{""1"": 1, ""2"": 2, ""3"": 3, ""4"": 8, ""5"": 61}";1;2;3;8;61;397;https://lh5.googleusercontent.com/p/AF1QipMqbm1DcDcZyyM-CRTsly5xnQqe_qWeRC9cpyif=w800-h500-k-no;https://lh5.googleusercontent.com/p/AF1QipMqbm1DcDcZyyM-CRTsly5xnQqe_qWeRC9cpyif=w1600-h1000-k-no;;"{""Monday"": ""Closed"", ""Tuesday"": ""9AM-7PM"", ""Wednesday"": ""9AM-7PM"", ""Thursday"": ""9AM-7PM"", ""Friday"": ""9AM-7PM"", ""Saturday"": ""9AM-7PM"", ""Sunday"": ""Closed""}";Monday: Closed | Tuesday: 9AM-7PM | Wednesday: 9AM-7PM | Thursday: 9AM-7PM | Friday: 9AM-7PM | Saturday: 9AM-7PM | Sunday: Closed;;;OPERATIONAL;"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Delivery"": true, ""In-store pick-up"": true, ""In-store shopping"": true}, ""Health and safety"": {""Appointment required"": true, ""Staff get temperature checks"": true, ""Staff required to disinfect surfaces between visits"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Amenities"": {""Wi-Fi"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Payments"": {""Debit cards"": true, ""Credit cards"": true}}";;;https://lh5.googleusercontent.com/-Vdx2oc9aWG4/AAAAAAAAAAI/AAAAAAAAAAA/1ylSqegIQDs/s44-p-k-no-ns-nd/photo.jpg;;TRUE;108609898092409595991;Smart Beauty Cabelo E Unha;https://www.google.com/maps/contrib/108609898092409595991;;;;;https://www.google.com/maps/place/Smart+Beauty+Cabelo+E+Unha/@-23.5978599,-46.6012357,14z/data=!4m8!1m2!2m1!1sSmart+Beauty+Cabelo+E+Unha!3m4!1s0x94ce5b8ddab3b62d:0x57c2030375d80444!8m2!3d-23.5978599!4d-46.6012357;ChIJLbaz2o1bzpQRRATYdQMDwlc;0x94ce5b8ddab3b62d:0x57c2030375d80444;6,32362E+18;6323620140178474052;
barbershop, Ipiranga, São Paulo SP Brazil;Caverna Do Barbeiro;https://caverna-do-barbeiro.negocio.site/;Barber shop;Barber shop;Barbearia;+55 11 98552-7843;R. Agostinho Gomes, 216 - Ipiranga, São Paulo - SP, 04206-000;Ipiranga;R. Agostinho Gomes, 216;São Paulo;04206-000;State of São Paulo;;Brazil;BR;-23,5720188;-46,6056424;America/Sao_Paulo;;;;;;;;;;;;1;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oiAV5DVN45KFD722QEPmvw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=275.7202&pitch=0&thumbfov=100;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=oiAV5DVN45KFD722QEPmvw&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=275.7202&pitch=0&thumbfov=100;;;;;;OPERATIONAL;"{""Amenities"": {""Toilets"": true}}";;;https://lh3.googleusercontent.com/-WUh10tKw2Pw/AAAAAAAAAAI/AAAAAAAAAAA/-ZuVayqBFqE/s44-p-k-no-ns-nd/photo.jpg;;TRUE;102195272458549631402;Caverna Do Barbeiro;https://www.google.com/maps/contrib/102195272458549631402;;;;;https://www.google.com/maps/place/Caverna+Do+Barbeiro/@-23.5720188,-46.6056424,14z/data=!4m8!1m2!2m1!1sCaverna+Do+Barbeiro!3m4!1s0x94ce59c25e6a314d:0x1b09d7d8cf21cf00!8m2!3d-23.5720188!4d-46.6056424;ChIJTTFqXsJZzpQRAM8hz9jXCRs;0x94ce59c25e6a314d:0x1b09d7d8cf21cf00;1,94833E+18;;
